Rainfall_mm,River_Level_m,Soil_Moisture,Temperature_C,Risk_Label
134.90142459033697,4.960369683536527,65.91990953939845,30.74166922457786,0
115.85207096486447,4.395619687549284,85.57745241525865,30.86948942752461,0
139.43065614302077,4.793150051055606,56.297577197721765,23.302430846036863,0
165.69089569224076,5.85767807302124,47.8336067173759,28.943658387572153,0
112.97539875829992,6.5334279860366165,75.43661662824323,25.993737644435456,0
112.97589129152459,5.684584797036289,66.96772080034482,23.781572674051297,0
167.37638446522175,5.122067850166124,82.72928844047405,26.758396825078876,0
143.02304187458725,6.797614124365313,44.05796245623575,25.28506602429757,0
105.91576842195144,4.624596232338173,82.18462017190333,30.762251404491607,0
136.27680130757895,6.237103206040288,54.66473266044111,29.539190029040707,0
106.09746921562613,4.654324641978466,72.74278335840916,24.542666595673396,0
106.0281073928923,5.517227549613072,42.00643945391279,25.827336058507214,0
127.25886814698103,4.863724922251458,70.47906481518004,26.857907723150127,0
62.601592660266064,4.932977380816627,75.86358445936679,27.78278455804631,0
68.25246502460902,4.547136179045348,58.437510725281015,31.019134824411342,0
103.13137412277082,6.613824837416834,50.770535263107014,30.0723469794419,0
89.61506638996728,4.120488754269758,66.88153383017725,28.15417590692452,0
129.42741997785822,4.11172129694155,81.65954022178232,27.218053450315235,0
92.75927773436368,7.545192279014131,56.177367914832544,22.679937896177584,0
77.63088895994125,6.1734170775851975,52.62346487606398,31.87599287837817,0
163.96946306764661,2.1378635615683566,53.94676543188439,26.65871020640303,0
113.22671098540393,4.321689512947516,87.45660764583323,32.66452072127877,0
122.02584614063771,2.825612794925535,57.963845788227985,28.588327876395507,0
77.2575544135963,3.859171167901694,40.18021199441436,34.075852625864336,0
103.66851826424451,1.2337824005191527,79.08406039798098,29.818964600098948,0
123.32767769129599,4.835612506767269,74.9637397667695,23.703941106337364,0
85.47019267733091,3.629669817006426,46.42841323014844,26.156753559216362,0
131.27094055037017,5.071886308155726,89.24521245674563,27.492595117984106,0
101.98083930243585,3.0498544893409703,70.40311426525557,25.378651338675027,0
111.2491875062017,5.099494223806448,65.03897454703008,26.86881754845387,0
101.9488016331181,4.502100466255607,59.11096338114455,23.89918252425367,0
175.56834553526812,6.8023435582263145,84.93363777818189,28.017163843297368,1
119.59508325786199,6.69362823409475,52.19817407092816,28.71223584703282,0
88.26867213132299,5.942414723612339,54.28844501099509,24.987671778381642,0
144.67634736309566,4.608063463206545,46.120540334328346,33.820762880445734,0
83.37469050086933,7.382456474312352,77.955954779213,28.190539783841377,0
126.26590785014267,3.1363576665922155,69.77746402029267,25.549777401631264,0
61.20989628360673,3.315729644523605,70.45330846272492,23.11138210010435,0
80.15441853304708,4.899460280133122,50.92352155097318,28.179828668191504,0
125.90583707607371,7.704845730705343,72.55841945635419,27.218534401559943,0
142.1539973998623,4.757193311755895,78.2729223623432,30.34912272185933,0
125.14104843569912,4.780105708148862,57.89442653628446,27.569889205084095,0
116.53055152835279,3.269707572665829,80.0673571980856,24.418843653193818,0
110.96688913232134,6.135115502324454,57.43952942660105,33.01215488853274,0
75.64434028897718,6.143811505195225,77.90692307546439,29.306874638521556,0
98.40467374815874,5.946890241679892,41.68650537288595,27.237673865204926,0
106.18083687120638,4.244935192583165,67.55823007368264,28.493915594349215,0
151.71366678656747,4.151951877952393,88.47632803199433,29.422125869684976,0
130.30854868705384,3.4482532995140356,89.06223003411954,23.713430158319696,0
67.10879533911799,5.100647002113121,54.08762891708703,28.47308265988843,0
129.72251908184384,3.703511204865798,62.06995455401777,26.649629580118326,0
108.4475315875105,3.587100193700854,43.14889539933165,29.521899956889254,0
99.69233999082124,4.4915711397071885,83.66706538022999,25.779454226181166,0
138.35028866522603,4.4130125897789405,68.4286076570107,26.185894434708754,0
150.92998567487854,4.354425765413654,59.25503394702585,32.988613295692176,0
147.93840357348597,5.559733516208314,45.638527924457655,31.692736272646407,0
94.82347430332084,5.094857362580335,87.33836427484445,18.113316460098076,0
110.72362872446357,4.654212763386659,66.51095239104968,31.470285947392934,0
129.93790294210692,5.219615513973778,54.14639645414519,27.77904392122673,0
149.26635381367078,3.8101675506744415,57.510756506575476,25.875453811302965,0
105.6247728646413,5.126334348691613,53.534859046107385,24.97847579287705,0
114.43023070008549,5.18072299141356,70.09049044284903,25.152647115160036,0
86.80995077981916,3.1963437687710234,86.4981787890255,25.960192165724756,0
84.11380127757988,6.194832505244435,82.83469016632822,24.61860224895447,0
144.37577467182595,3.942279553727605,63.019043771298875,23.93620101678207,0
160.68720085712468,5.108371759047722,81.32496811505038,24.878859547468267,0
117.83969635258998,6.397294088642324,61.15527406381649,28.970181565197063,0
150.10598693676073,6.110812109256643,52.6153570379319,28.15027044571239,0
130.84908075142903,5.041200066282602,89.1707557633214,29.66756935465557,0
100.64640736184627,4.565001196541518,55.19437839854109,27.800890482369837,0
130.8418681652524,6.137014290290681,56.186211549345416,24.079962008065625,0
166.1410969939791,5.809633973370344,89.48464338932611,29.483322770480818,1
118.92521882670145,4.257961975947044,46.69637465828274,24.985932163375256,0
166.9393096744202,4.046127623597972,78.02669940048474,29.939842905966803,0
41.40764687730767,2.5131737819648023,86.79063792413632,24.502239991129116,0
144.6570751312567,5.184838210020305,65.58974971377093,25.937570120789424,0
122.61141204714514,4.900762705977922,40.126088085141,26.915825078296255,0
111.02977948602398,6.363429649571051,58.75294720565532,30.023214403170847,0
122.75282329606507,5.43086611217644,45.578449619241354,28.527991756382185,0
60.372932561973215,6.601075033007229,60.809383046684786,28.060003966452772,0
113.40984336487465,4.163162926500595,79.50133808211424,33.65700635516592,0
130.71337714535238,6.365780397161142,61.935577444190024,22.489050516324564,0
164.33682134224549,4.365300345074414,61.596256067296125,24.88486707189835,0
104.45189345179058,5.933115274150726,67.83947384594234,24.756434565883026,0
95.74519191320437,3.249489928963168,69.084529237384,22.688043070233178,0
104.9472886924639,5.282162359239426,82.81481543994857,25.84144146134192,0
147.46206353106223,2.618374470264908,55.41777196144757,30.06330749139012,0
129.86253328979052,4.679435016869895,81.0835632184008,26.225057804452746,0
104.10719388698884,5.528424792653496,68.29668743460236,27.000991084041072,0
135.39802299340067,4.374837738522685,55.02647748585735,22.832335516359155,0
122.91232648044121,3.7394748454928393,54.75630220030386,25.610423274518958,0
149.05934971598668,6.01534216315512,58.05687585528622,26.614903853237248,0
98.93840718367943,4.875844652183692,71.13466213099878,29.927201267641344,0
110.17013560206695,4.412515223563194,51.54058656799746,22.975250806245334,0
108.23675540603527,5.050275105385132,86.01667808361337,26.634973762836587,0
76.09455155603644,8.164002970334707,68.74562920889502,31.26045409020667,0
128.88360831193728,6.384203419737853,86.00078884980033,26.66475014313021,0
127.83165816539668,6.395088401825408,42.32021792895773,21.653315757643963,0
120.15340369927382,5.522655582790836,57.13056852307367,31.837527332044573,0
112.96238599874559,5.199782327092576,41.14038303438115,30.204690827615,0
77.53887773848757,2.1247012540035004,53.61259075489849,30.60819152523637,0
107.38064031703922,4.185223584244241,83.10032361342941,22.768649059763817,0
109.71856450419692,4.42331070415703,41.83048579211004,32.53736717754164,0
95.93168192335143,2.7501295231429603,61.80735499578724,25.680171744666406,0
115.16142865001973,3.6111010517414797,45.87835352366139,26.471683167339307,0
132.12152570443615,2.622996234892839,60.84203296301838,25.89166850202399,0
176.5855770363159,4.954011397163153,81.94257921321886,30.84081154586562,0
125.23733438495518,5.982519165018579,71.15355167012595,27.460604942484114,0
127.72651172168293,6.328129422349194,76.83781726657116,29.445223097762877,0
117.76662252701499,5.49774135449509,57.45520577247905,28.227703068653103,0
62.43686354102876,3.8439243905617175,87.21988475050708,27.714873988921237,0
119.20458373652349,2.6815218097760485,75.46310468897501,25.159647808761413,0
121.8069062982308,2.891757560718198,61.08994096422654,33.4364217619233,0
193.89726337455858,3.477220907294602,61.323240011352745,23.609819114484313,0
114.22917105656633,3.9333683623571902,85.93420889716488,29.23676192210405,0
129.04642027000838,4.808301802410096,68.82023467176958,29.129969776321836,0
118.9586469088427,3.783002938247638,75.31896049515208,31.463068858457277,0
84.93965887141404,5.406771072401914,60.851761225658535,32.16427009713784,0
154.28468443545063,4.721271796640632,51.184638238235706,27.587834201749672,0
142.55799098060322,5.012654854089231,76.17796459972092,29.59118291777426,0
143.7309584112914,6.368300663205446,70.3911886070694,33.29462113135753,1
92.71837635615783,3.583721918959556,65.06714402123896,27.804469699233245,0
162.08382932808297,5.502445493950842,71.20104699972319,24.80069957480447,1
77.94446811623158,4.983232125828712,50.414279303211686,26.846595661901738,0
137.60571281400811,4.599816462836365,79.69693532659781,24.0860620041566,0
185.71366877429935,6.062307585039152,87.40814025101528,29.11545043298417,1
90.28391024607936,6.054816985468409,84.55515720838514,31.193368624421907,0
103.01106811191684,3.864211044813886,56.071787265350856,27.636875523797386,0
122.98954095262924,4.781407299370491,60.30028866410379,23.137119851639078,0
104.89573037651402,5.337454019100878,80.42011498987806,31.064952505173032,0
73.48009706801602,4.672391902372898,69.75585654123019,22.671103115302664,0
122.05688924418082,5.702025598745358,67.39572218383246,23.362135666230877,0
88.13088858821686,5.33743042149233,86.33209837667226,27.464984837515843,0
134.20777291905546,7.199073488427215,66.80124804885254,28.7553557370265,0
92.4172729729859,3.1636650368842547,65.7469339793655,29.26674249627506,0
166.49803215052617,4.853076812303123,42.10092956331798,27.80158134386058,0
96.50240122991289,3.9097969861853707,43.47084792950688,33.28013129540457,0
110.33815451382974,5.724928946526853,40.37101539403251,28.195505023249606,0
144.40551652109008,3.0593937319453466,85.66221128918168,31.104004305258808,0
83.07407050698134,5.415575252269864,60.41933300088503,30.360863692284095,0
126.82379803812388,4.243941882381991,63.42806880667062,24.12137880338641,0
159.21428262847286,4.119005760654783,82.2693473796231,27.490808538143437,0
71.77550296316318,3.2642021557511756,70.4623155187889,34.36996153984306,0
125.53901575596913,4.441908864558792,70.47507981952906,26.48694743817923,0
127.7964838274527,6.30140063634911,54.826721467740626,25.97613842692993,0
143.4546861533193,4.969773579764625,81.69541869622597,28.511726744431066,0
82.89147867365755,5.753216501449369,48.29149880197469,26.594440212219844,0
80.38630160747171,6.99757018635953,42.65747960864739,25.618886261493284,0
135.65824696850694,5.316506701787091,49.58016787592662,26.55014981710724,0
128.90954019699558,4.329440513525191,53.38686093872823,32.296029014105876,0
127.5147855103763,5.5607026582193475,54.11555289271034,27.590143925567283,0
130.39344628490926,4.346844624422849,73.52567993093838,24.015774901735863,0
99.59925835264528,4.394692780043397,50.89122936643218,23.46476038573551,0
126.9676109148301,3.176128640457218,73.83291522474923,34.62041479616341,0
128.79217419896042,6.111508989301271,44.556608661689985,27.329996891697693,0
98.56945745920896,4.536796909220673,47.36012305489545,29.303735502896256,0
175.9732353343427,5.218517894979034,65.44107242454974,25.68586832098117,0
134.21498762735362,3.7568456856720327,86.09479012883213,28.962957907814246,0
84.26089508392054,5.523137155658567,82.9783794405557,32.37798895480459,0
139.69660825901488,4.0856705142379,88.43767212214016,26.043210448768736,0
90.75954989318035,4.8299495339578105,72.52395326390854,29.375760339845748,0
143.61253811227357,6.0533912374869505,73.79074332080461,23.782761172328836,1
154.75786737022213,5.948911174679035,71.2511499465746,34.06859835510038,1
95.37953044944868,4.973563912979672,71.14094614290987,28.805607790733724,0
148.90128387732966,2.878242760751938,47.356017253379235,26.761618466943123,0
132.38342780809495,8.59137268407277,67.18694780819644,27.10637763014151,0
144.6618047998347,7.095030764327763,59.30339667258629,26.469885476456994,0
176.9037894796184,5.867209789865958,62.126860788864676,26.62328450762952,0
112.63835651991388,4.096155462090835,66.18002865296187,20.65751457295102,0
97.38791506927531,4.8636894059576425,46.41980859011258,27.706102803709733,0
93.3145671112343,4.34789548426818,57.97438669260599,27.580363958182865,0
95.52569145103685,6.516627126915666,43.17247804383018,29.46598461178143,0
117.68694871757687,5.3150034690222006,88.98340652111995,26.43056876067542,0
130.2345592444993,4.059003369968201,45.926401441006306,25.686891057576933,0
128.30072397990057,4.435093881050261,52.92623692724773,27.976675166641076,0
144.8154974710807,6.345425771083885,84.56464633516987,23.162895645728547,1
120.39005675633722,6.920117416184574,64.13550231195708,28.43026956260375,0
