Magnitude,Depth_km,Distance_to_City_km,Population_Density,Risk_Label
7.651541063695006,10.756524687067778,88.53688286679376,1964.4100560045015,0
5.17020881875453,14.525448046853754,90.11340836151803,8162.8617426725905,0
4.517516096663818,7.218761244423984,84.0956719027605,4422.555787951629,0
5.938325429476643,15.983602578850903,5.89092993991851,5253.072428899112,0
5.996985719623779,1.2961870749519928,34.53871793224501,6607.0034665941885,0
5.426227136270308,17.71914415260693,43.33411381579848,4399.604596525884,0
5.27973899702911,16.192470261739572,69.40195352881217,3588.2834236471313,0
6.448903956062085,5.567051820447693,34.15179324515704,5691.091917815858,0
4.646401845740179,5.608872939424706,35.73802245092328,3794.456874733592,0
5.159046657131464,2.5252202345539176,43.019288759199625,4624.2323766928475,0
4.9778501378866125,14.606893960603202,95.75669204139962,1529.8713341048278,0
6.593894597620588,8.347945936589014,46.52999542171527,8525.059082947588,0
5.785494203286344,7.981150499705969,18.36386119061853,4411.218640067398,0
4.435005902678729,4.385925186307048,5.603801634307752,1286.4480716131714,0
4.535493606737231,19.059869472177137,27.47820280605532,8005.225632968518,0
7.373415123612151,5.136195351750636,94.1870348987911,686.44045766619,0
6.58321774810704,10.120830693626182,95.72429088372628,6193.788905330925,0
6.341550281523479,11.079848548628473,55.25512881508584,7175.305717433572,0
5.512246940973342,8.006644085788473,66.40451775471459,2316.498871527254,0
7.008473240120409,6.995546421874564,80.61221093870805,1746.9645774799208,0
4.396595214021741,8.153692778132692,10.309324395112217,1581.8887613393026,0
6.25296751220449,12.826666663764977,40.55919341385945,9936.634906648074,0
5.056726493474437,8.264714224940636,66.01349373727213,7673.324836459012,0
5.25110668034477,18.127728436497645,90.33407579019652,3470.749468482982,0
6.225789264832387,6.114806570982022,74.04880830795159,3687.7979176958206,0
5.356442491318492,13.770533763351713,38.2558392518245,6661.935169050456,0
5.065300140538742,1.2180064408271978,91.44832024669088,4847.883606226371,0
5.004842351912075,6.115374825820056,68.13884758384111,3077.7313685914714,0
3.5136542544888756,5.918539169603931,83.87235217974033,1042.4177623908106,0
6.263203619275656,4.480432334181698,41.62321647405973,7946.6096273894755,0
4.493369927201207,11.417362536278024,5.205089871234796,8938.145723321692,0
7.358409405659278,9.449064032039269,20.78601642938301,2456.613217765139,1
5.212387450185007,-1.3941385892645268,93.08185464060308,1102.3485850561497,0
6.8094397974459575,19.97767719626256,8.146783206108685,1626.9423042610156,0
3.6909689673173194,10.880080971718815,61.623729693839174,4435.463461494009,0
6.231483021198599,10.005886772578727,43.8671131435941,3343.8083486427176,0
6.488555732511812,16.55059424298493,45.8099748356883,1197.8492512569271,0
6.8035636343644335,14.944304446957503,43.07774316775015,4821.253067223153,0
3.9719612272133866,8.509133530507508,11.405453701103953,2437.229577391993,0
4.797281362913071,0.23743470149416268,16.62139713666796,1136.0115038467584,0
6.07650995275608,12.821928226427326,10.979238144849493,6750.317318137023,0
5.64844197884411,5.185769126256737,10.12124661849306,5938.809777817309,0
5.793359642563835,16.19632229294712,13.133007304797596,8350.780029165286,0
5.139713394190668,6.119181687011537,71.17863321960681,3371.674247295262,0
7.050798615055691,7.740665524050131,15.849494021200236,1790.3154351620299,1
8.108465448279814,3.2840945268033037,29.84184124190819,3921.527171886855,1
5.6039799240090895,3.68852319498583,67.41017246633281,7897.716989804797,0
5.953421245505252,9.45462309650547,15.665237960883903,2796.5238739151764,0
5.556243745622817,8.988702357535333,91.47434361243849,2922.5080743086737,0
6.784053399047437,7.620586932395755,50.36099691013766,1902.054498211548,0
6.329116284256811,20.2650581200444,96.49046158218947,9871.886437543668,0
4.433619429363157,13.018231830599541,23.28852016873611,9689.443339814607,0
4.887297989505355,10.051216614631263,7.90931678774305,6751.495314567879,0
4.490703206994113,-3.7866287513486636,61.07673376536521,2540.771800718444,0
8.19482233219551,14.128841143471586,36.230146789038216,7782.28520652625,0
6.135311783582069,24.972681490570565,59.37710150169742,6047.367581197346,0
4.904313773890218,9.060248722389785,49.99676621827992,7620.878316373759,0
4.82444795937516,5.94743738433909,48.42983587046068,8673.898424189127,0
6.30523127296691,10.816623273705506,85.8618752588963,3525.506489095054,0
6.404920149659134,2.842956336738938,23.224230376087256,9180.138064122493,0
6.29810771308441,12.310302721333112,52.4653168877572,9036.304132443256,0
5.074442641350281,17.50109481968622,44.5204048515152,5697.739760949655,0
5.805843644414177,6.645344497328182,69.0080950118452,7003.429755288821,0
5.610915097633384,6.806796086170313,9.762603338242831,4404.840943850626,0
4.563739627561573,9.601520856348296,55.294941986998445,6723.476034041955,0
4.573506157123978,7.493903840511312,50.4613623703346,5715.105487991971,0
5.911965044543135,2.4384139606210375,97.49015808161748,3566.7889583829115,0
5.696451081043659,8.07381153707724,76.8030725009722,3566.966338790574,0
6.053351710842211,7.064953903459826,19.722968777516634,6690.8277034458415,0
6.2910230386937185,16.83277431667137,53.37537169605122,9587.966289122889,0
